ID DEPARTAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2024,6,,,,Jueves,2024 Jun 20 03:30:00 PM,24.0
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2024,6,127.838,40.378,256.0,Miércoles,2024 Jun 05 06:15:00 PM,24.0
91,AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACA (TARAPACA (ANM) - AMAZONAS),2024,6,26.578,11.917,101.43,Jueves,2024 Jun 20 06:30:00 PM,10.18
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024,6,,274.864,,Miércoles,2024 Jun 12 02:15:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,6,60.724,28.336,265.63,Domingo,2024 Jun 30 08:00:00 PM,9.4
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,6,12.04,3.944,53.41,Viernes,2024 Jun 21 10:30:00 PM,9.24
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,6,18.647,8.183,104.26,Sábado,2024 Jun 22 06:45:00 PM,7.43
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,6,4.127,1.932,39.4,Sábado,2024 Jun 15 06:00:00 PM,4.27
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,6,8.77,3.282,32.35,Sábado,2024 Jun 29 07:45:00 PM,14.56
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2024,6,9.158,4.037,43.34,Jueves,2024 Jun 27 07:30:00 PM,9.22
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024,6,12.52,6.833,54.59,Miércoles,2024 Jun 12 06:30:00 PM,9.36
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024,6,6.719,3.215,36.0,Domingo,2024 Jun 02 07:30:00 PM,8.22
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACON (TIMBIQUÍ - CAUCA),2024,6,3.571,875.0,22.0,Sábado,2024 Jun 22 06:45:00 PM,7.26
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2024,6,5.703,4.209,29.76,Viernes,2024 Jun 07 07:15:00 PM,7.5
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2024,6,2.593,1.121,36.55,Miércoles,2024 Jun 12 08:00:00 PM,2.56
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2024,6,6.642,4.607,35.35,Miércoles,2024 Jun 12 07:30:00 PM,7.38
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024,6,3.387,1.002,20.2,Domingo,2024 Jun 02 07:45:00 PM,7.04
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2024,6,682.186,197.644,,Lunes,2024 Jun 17 08:30:00 PM,19.37
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANA (ACANDÍ - CHOCÓ),2024,6,403.8,128.896,894.96,Sábado,2024 Jun 29 08:30:00 PM,21.03
27,CHOCÓ,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024,6,52.766,18.043,127.6,Martes,2024 Jun 11 12:30:00 PM,23.53
27,CHOCÓ,27075,BAHÍA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024,6,806.798,240.527,,Sábado,2024 Jun 01 07:30:00 PM,23.55
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024,6,184.938,65.667,366.96,Sábado,2024 Jun 29 08:15:00 PM,23.54
27,CHOCÓ,27077,BAJO BAUDÓ,27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,6,4.215,1.621,18.4,Lunes,2024 Jun 03 07:45:00 PM,10.0
27,CHOCÓ,27077,BAJO BAUDÓ,27077029,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,6,906.0,394.0,7.21,Domingo,2024 Jun 30 07:15:00 PM,5.51
27,CHOCÓ,27077,BAJO BAUDÓ,27077026,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,6,5.274,2.959,33.88,Domingo,2024 Jun 02 11:45:00 AM,8.09
27,CHOCÓ,27077,BAJO BAUDÓ,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2024,6,648.0,170.0,6.24,Jueves,2024 Jun 27 07:15:00 PM,5.57
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024,6,233.4,91.021,448.8,Lunes,2024 Jun 24 07:30:00 PM,23.05
27,CHOCÓ,27077,BAJO BAUDÓ,27077916,TERRON (BAJO BAUDÓ - CHOCÓ),2024,6,5.3,2.263,27.79,Lunes,2024 Jun 10 11:45:00 AM,10.28
27,CHOCÓ,27099,BOJAYÁ,27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024,6,91.673,27.162,265.98,Lunes,2024 Jun 03 06:15:00 PM,15.16
27,CHOCÓ,27099,BOJAYÁ,27099005,NAPIPI (BOJAYÁ - CHOCÓ),2024,6,9.331,3.096,60.8,Sábado,2024 Jun 01 07:00:00 PM,6.2
27,CHOCÓ,27099,BOJAYÁ,27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2024,6,11.489,3.514,67.2,Viernes,2024 Jun 21 08:15:00 PM,8.01
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024,6,31.176,14.902,253.7,Miércoles,2024 Jun 05 06:45:00 PM,5.26
27,CHOCÓ,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2024,6,168.917,56.559,308.64,Sábado,2024 Jun 01 07:00:00 PM,24.0
27,CHOCÓ,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2024,6,16.199,8.094,64.0,Miércoles,2024 Jun 19 12:00:00 PM,11.39
27,CHOCÓ,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024,6,2.241,971.0,20.47,Domingo,2024 Jun 30 08:15:00 PM,5.08
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2024,6,18.961,7.124,60.0,Sábado,2024 Jun 01 12:00:00 PM,15.3
27,CHOCÓ,27495,NUQUÍ,27495011,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2024,6,889.0,411.0,5.35,Lunes,2024 Jun 17 06:45:00 PM,7.07
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2024,6,7.888,1.82,11.5,Viernes,2024 Jun 28 07:15:00 AM,23.17
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2024,6,286.414,100.295,539.26,Sábado,2024 Jun 01 07:45:00 PM,23.56
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2024,6,116.0,31.0,18.77,Viernes,2024 Jun 28 03:15:00 PM,0.24
27,CHOCÓ,27615,RIOSUCIO,27615011,SAN JOSE TAMBORAL (RIOSUCIO - CHOCÓ),2024,6,465.0,176.0,4.33,Martes,2024 Jun 18 07:00:00 PM,4.29
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2024,6,13.024,3.367,76.65,Sábado,2024 Jun 01 09:45:00 PM,7.26
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2024,6,453.004,145.637,957.79,Viernes,2024 Jun 07 08:15:00 PM,22.15
94,GUAINÍA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2024,6,87.38,28.373,234.28,Martes,2024 Jun 25 05:30:00 PM,16.11
94,GUAINÍA,94001,INÍRIDA,94001905,CHORRO BOCON (INÍRIDA - GUAINÍA),2024,6,5.482,444.0,19.1,Viernes,2024 Jun 14 07:15:00 PM,15.59
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2024,6,,580.002,,Martes,2024 Jun 18 02:30:00 PM,24.0
44,LA GUAJIRA,44847,URIBIA,44847003,CABO DE LA VELA (URIBIA - LA GUAJIRA),2024,6,32.748,1.938,159.45,Miércoles,2024 Jun 05 07:30:00 PM,8.33
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2024,6,31.835,6.94,265.92,Viernes,2024 Jun 07 06:30:00 PM,4.46
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2024,6,88.076,30.12,169.22,Sábado,2024 Jun 01 11:45:00 AM,23.21
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAN (MAPIRIPAN - META),2024,6,173.757,58.073,340.12,Lunes,2024 Jun 17 03:00:00 PM,24.0
52,NARIÑO,52250,EL CHARCO,52250016,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2024,6,554.0,347.0,6.43,Martes,2024 Jun 04 06:45:00 PM,3.43
52,NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2024,6,983.0,873.0,12.58,Sábado,2024 Jun 01 07:00:00 PM,4.14
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2024,6,9.682,2.92,64.0,Viernes,2024 Jun 28 08:15:00 PM,10.06
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2024,6,783.0,189.0,9.5,Domingo,2024 Jun 30 11:30:00 AM,3.27
52,NARIÑO,52390,LA TOLA,52390013,AMARALES (LA TOLA - NARIÑO),2024,6,8.842,2.662,51.46,Jueves,2024 Jun 13 12:15:00 PM,8.01
52,NARIÑO,52390,LA TOLA,52390003,LA VIGIA DE LA MAR (LA TOLA - NARIÑO),2024,6,4.814,2.215,21.64,Miércoles,2024 Jun 26 12:45:00 PM,9.5
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2024,6,4.251,2.656,28.99,Sábado,2024 Jun 22 06:45:00 PM,7.53
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2024,6,5.924,2.122,26.3,Sábado,2024 Jun 15 07:30:00 PM,10.03
52,NARIÑO,52427,MAGÜÍ,52427913,LA ISLA (MAGÜÍ - NARIÑO),2024,6,0.0,0.0,0.0,Sábado,2024 Jun 01 12:00:00 AM,0.0
52,NARIÑO,52427,MAGÜÍ,52427915,LAS LAJAS (MAGÜÍ - NARIÑO),2024,6,0.0,0.0,0.0,Sábado,2024 Jun 01 12:00:00 AM,0.0
52,NARIÑO,52473,MOSQUERA,52473010,EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO),2024,6,1.615,630.0,10.2,Jueves,2024 Jun 13 06:15:00 PM,7.03
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2024,6,2.168,656.0,13.7,Sábado,2024 Jun 29 07:30:00 PM,6.19
52,NARIÑO,52621,ROBERTO PAYAN,52621912,TAMAJE (ROBERTO PAYAN - NARIÑO),2024,6,4.778,2.999,23.02,Domingo,2024 Jun 16 03:45:00 PM,8.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2024,6,7.922,2.975,48.0,Viernes,2024 Jun 07 07:15:00 PM,7.19
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2024,6,23.815,9.302,105.6,Viernes,2024 Jun 07 07:15:00 PM,10.42
52,NARIÑO,52696,SANTA BÁRBARA,52696014,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2024,6,3.102,2.058,21.73,Martes,2024 Jun 04 06:45:00 PM,6.28
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2024,6,2.654,1.59,22.4,Sábado,2024 Jun 01 07:00:00 PM,5.3
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2024,6,7.207,1.312,28.95,Martes,2024 Jun 25 08:00:00 PM,11.01
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2024,6,2.427,656.0,9.86,Domingo,2024 Jun 09 03:45:00 PM,9.42
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2024,6,103.108,35.909,21.26,Lunes,2024 Jun 10 07:45:00 PM,21.26
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109081,PUNTA BONITA,2024,6,2.799,3.112,21.03,Sábado,2024 Jun 29 08:30:00 PM,6.28
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2024,6,8.189,3.084,42.59,Sábado,2024 Jun 22 11:45:00 AM,9.29
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2024,6,20.522,5.14,82.1,Miércoles,2024 Jun 12 06:45:00 PM,11.58
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2024,6,,366.345,,Martes,2024 Jun 18 12:00:00 PM,24.0
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2024,6,34.83,9.545,130.33,Miércoles,2024 Jun 26 12:00:00 PM,12.26
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2024,6,,673.372,,Domingo,2024 Jun 02 08:45:00 PM,23.56
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2024,1,,,,Miércoles,2024 Jan 03 02:30:00 PM,24.0
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,5,18.848,8.45,105.92,Sábado,2024 May 11 07:30:00 PM,7.4
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,5,4.355,1.963,40.0,Viernes,2024 May 24 06:30:00 PM,4.21
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,5,8.538,3.679,34.37,Lunes,2024 May 13 06:45:00 PM,12.26
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2024,5,8.58,3.745,42.96,Miércoles,2024 May 29 07:15:00 PM,8.45
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024,5,10.561,6.131,52.54,Viernes,2024 May 31 07:45:00 PM,8.27
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024,5,7.935,3.763,36.0,Domingo,2024 May 26 07:00:00 PM,10.36
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2024,7,,,,Jueves,2024 Jul 25 03:30:00 PM,24.0
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2024,7,132.554,42.294,270.4,Miercoles,2024 Jul 24 06:15:00 PM,24.0
91,AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACA (TARAPACA (ANM) - AMAZONAS),2024,7,26.803,12.169,101.43,Lunes,2024 Jul 29 02:30:00 PM,10.17
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024,7,,275.839,,Miercoles,2024 Jul 10 10:30:00 PM,24.0
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2024,7,,,,Jueves,2024 Jul 25 03:45:00 PM,24.0
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,7,28.683,13.831,264.06,Lunes,2024 Jul 01 12:30:00 AM,4.22
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2024,7,13.868,4.464,54.18,Viernes,2024 Jul 12 10:15:00 PM,10.15
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,7,11.716,5.089,104.75,Martes,2024 Jul 09 07:45:00 PM,4.3
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024,7,3.571,1.667,40.64,Viernes,2024 Jul 12 06:45:00 PM,3.42
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024,7,2.672,976.0,27.84,Lunes,2024 Jul 01 07:30:00 PM,5.01
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2024,7,4.288,1.882,45.28,Viernes,2024 Jul 05 07:45:00 PM,4.08
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024,7,11.284,6.147,55.81,Viernes,2024 Jul 26 07:00:00 PM,8.23
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024,7,6.151,2.827,40.0,Sabado,2024 Jul 13 07:15:00 PM,6.42
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACON (TIMBIQUÍ - CAUCA),2024,7,4.464,1.154,22.22,Domingo,2024 Jul 21 08:30:00 PM,8.35
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2024,7,5.913,4.186,29.88,Jueves,2024 Jul 11 07:30:00 PM,7.45
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2024,7,6.046,4.222,34.58,Lunes,2024 Jul 15 07:45:00 PM,6.49
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024,7,3.295,1.109,19.8,Lunes,2024 Jul 22 07:45:00 PM,6.32
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2024,7,727.226,207.226,,Sabado,2024 Jul 13 09:45:00 PM,19.03
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANA (ACANDÍ - CHOCÓ),2024,7,349.527,110.165,817.08,Miercoles,2024 Jul 03 08:45:00 PM,18.45
27,CHOCÓ,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024,7,46.42,16.571,139.57,Domingo,2024 Jul 21 12:30:00 PM,17.51
27,CHOCÓ,27075,BAHÍA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024,7,879.191,232.126,,Lunes,2024 Jul 29 07:45:00 PM,23.47
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024,7,196.222,66.893,423.19,Lunes,2024 Jul 15 07:15:00 PM,23.16
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2024,7,60.272,18.844,130.01,Lunes,2024 Jul 29 07:15:00 PM,22.1
27,CHOCÓ,27077,BAJO BAUDÓ,27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,7,3.622,1.429,16.32,Miercoles,2024 Jul 03 11:30:00 AM,8.32
27,CHOCÓ,27077,BAJO BAUDÓ,27077029,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,7,730.0,302.0,7.29,Lunes,2024 Jul 01 07:00:00 PM,4.44
27,CHOCÓ,27077,BAJO BAUDÓ,27077026,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024,7,7.265,4.44,34.02,Lunes,2024 Jul 15 11:30:00 AM,10.23
27,CHOCÓ,27077,BAJO BAUDÓ,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2024,7,942.0,268.0,7.19,Martes,2024 Jul 23 06:30:00 PM,8.13
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024,7,257.463,99.964,478.37,Lunes,2024 Jul 15 12:30:00 PM,23.3
27,CHOCÓ,27077,BAJO BAUDÓ,27077916,TERRON (BAJO BAUDÓ - CHOCÓ),2024,7,3.828,1.591,27.57,Jueves,2024 Jul 25 01:00:00 PM,7.03
27,CHOCÓ,27077,BAJO BAUDÓ,27077019,VIRUDO (BAJO BAUDÓ - CHOCÓ),2024,7,6.922,5.092,31.05,Domingo,2024 Jul 21 10:00:00 PM,9.12
27,CHOCÓ,27099,BOJAYÁ,27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024,7,63.749,18.62,265.98,Domingo,2024 Jul 07 03:00:00 PM,10.39
27,CHOCÓ,27099,BOJAYÁ,27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024,7,9.539,3.531,51.2,,2024 Jul 20 07:30:00 PM,8.1
27,CHOCÓ,27099,BOJAYÁ,27099005,NAPIPI (BOJAYÁ - CHOCÓ),2024,7,9.344,2.97,60.8,Domingo,2024 Jul 07 07:45:00 PM,6.16
27,CHOCÓ,27099,BOJAYÁ,27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2024,7,11.897,3.685,62.4,Martes,2024 Jul 02 07:00:00 PM,7.34
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024,7,61.53,30.589,245.12,Domingo,2024 Jul 07 07:30:00 PM,10.55
27,CHOCÓ,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2024,7,182.873,62.366,351.2,Lunes,2024 Jul 29 08:00:00 PM,23.32
27,CHOCÓ,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2024,7,16.169,7.622,68.0,Jueves,2024 Jul 11 11:30:00 AM,10.34
27,CHOCÓ,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024,7,1.666,670.0,22.92,Lunes,2024 Jul 08 08:00:00 PM,3.24
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2024,7,18.926,7.459,60.0,Domingo,2024 Jul 14 11:45:00 AM,15.06
27,CHOCÓ,27495,NUQUÍ,27495011,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2024,7,986.0,443.0,5.62,Lunes,2024 Jul 08 07:00:00 PM,7.12
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2024,7,7.219,2.956,11.5,Jueves,2024 Jul 11 03:30:00 PM,22.29
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2024,7,312.363,105.627,575.87,Martes,2024 Jul 16 07:45:00 PM,23.51
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2024,7,462.0,138.0,18.14,Viernes,2024 Jul 05 08:00:00 PM,1.07
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2024,7,18.007,4.842,76.91,Lunes,2024 Jul 22 08:30:00 PM,10.29
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2024,7,508.534,160.237,,Lunes,2024 Jul 15 12:15:00 AM,22.23
94,GUAINÍA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2024,7,87.489,29.752,245.59,Miercoles,2024 Jul 17 10:15:00 AM,15.36
94,GUAINÍA,94001,INÍRIDA,94001905,CHORRO BOCON (INÍRIDA - GUAINÍA),2024,7,5.177,364.0,17.16,Jueves,2024 Jul 25 07:15:00 PM,16.04
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2024,7,,557.699,,Jueves,2024 Jul 25 02:45:00 PM,24.0
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2024,7,38.023,8.637,262.08,Martes,2024 Jul 16 07:00:00 PM,5.36
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2024,7,76.944,27.976,167.74,Domingo,2024 Jul 21 07:15:00 PM,21.53
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAN (MAPIRIPAN - META),2024,7,175.985,58.347,347.6,Lunes,2024 Jul 29 06:45:00 PM,23.59
52,NARIÑO,52250,EL CHARCO,52250016,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2024,7,283.0,177.0,6.14,Lunes,2024 Jul 29 07:15:00 PM,1.53
52,NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2024,7,1.211,851.0,8.8,Sabado,2024 Jul 06 09:30:00 PM,5.37
